"zone","area","sub-area","pole","latitude","longitude","configid","configname","time_start","time_end","time_limit","days_in_operation","price","mobile_pay","multi_space","restrictions"
"Spares","Spares","Spares","Spares (San Diego CA)","32.715329000","-117.157255000","63","San Diego Default","","","","","","","",""
"Downtown","Core - Columbia","1000 SECOND AVE","2-1014","32.716327000","-117.162596000","57001","Downtown MK5 – 30 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","30 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","1000 SECOND AVE","2-1016","32.716370000","-117.162933000","57001","Downtown MK5 – 30 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","30 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","1000 SECOND AVE","2-1018","32.716393000","-117.162453000","57001","Downtown MK5 – 30 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","30 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","100 A ST","A-106","32.718846000","-117.163056000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","100 A ST","A-108","32.718844000","-117.163019000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","100 A ST","A-110","32.718978000","-117.163019000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","100 A ST","A-112","32.718987000","-117.162854000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","100 ASH ST","AH-109","32.719860000","-117.163252000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","100 ASH ST","AH-111","32.719884000","-117.163274000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","100 ASH ST","AH-113","32.719945000","-117.163039000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","1000 SEVENTH AVE","7-1000E","32.716021122","-117.158270850","13180","Downtown MS1 PPD - 2 Hour Max $2.50 HR 8am-8pm Mon-Sat (NFC)","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","1300 FIRST AVE","1-1313","32.719306000","-117.164399000","58016","Downtown Travel Lane MK5 - 2 Hour Max $2.50 HR, 8am-4pm, Mon-Fri, No Parking 4pm-6pm Mon-Fri, 2 Hour Max 6pm-8pm Mon-Fri, 8am-8pm Sat, Prepay, NFC","8am","4pm","2 hour","Mon-Fri","$2.50 HR","","","Y"
"Downtown","Core - Columbia","1300 FIRST AVE","1-1315","32.719407000","-117.164024000","58016","Downtown Travel Lane MK5 - 2 Hour Max $2.50 HR, 8am-4pm, Mon-Fri, No Parking 4pm-6pm Mon-Fri, 2 Hour Max 6pm-8pm Mon-Fri, 8am-8pm Sat, Prepay, NFC","8am","4pm","2 hour","Mon-Fri","$2.50 HR","","","Y"
"Downtown","Core - Columbia","1300 FIRST AVE","1-1317","32.719515000","-117.164249000","58016","Downtown Travel Lane MK5 - 2 Hour Max $2.50 HR, 8am-4pm, Mon-Fri, No Parking 4pm-6pm Mon-Fri, 2 Hour Max 6pm-8pm Mon-Fri, 8am-8pm Sat, Prepay, NFC","8am","4pm","2 hour","Mon-Fri","$2.50 HR","","","Y"
"Downtown","Core - Columbia","1300 SECOND AVE","2-1316","32.718962000","-117.161863000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","1300 SECOND AVE","2-1318","32.719527000","-117.162985000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","1300 SECOND AVE","2-1320","32.719628000","-117.162973000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","1300 SECOND AVE","2-1322","32.719662000","-117.163034000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","1400 UNION ST","U-1403","32.720078581","-117.165580540","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","1400 UNION ST","U-1415","32.720333577","-117.165578193","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","1100 FRONT ST","FR-1102","32.717210000","-117.164147000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","1100 FRONT ST","FR-1104","32.716860000","-117.164713000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","1200 FRONT ST","FR-1207","32.718184000","-117.164651000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","1200 FRONT ST","FR-1209","32.718318000","-117.164652000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","1200 FRONT ST","FR-1211","32.718433000","-117.164653000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","400 B ST","B-402","32.717870833","-117.160883521","56998","Downtown MK5 - 1 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","400 B ST","B-404","32.717872296","-117.160803002","56998","Downtown MK5 - 1 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core - Columbia","400 B ST","B-406","32.717874232","-117.160727901","56998","Downtown MK5 - 1 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","1500 FRONT ST","FR-1500W","32.721478790","-117.164859026","57460","Downtown MSPM PBP - 2 Hour Max $2.50 HR 8am-8pm Mon-Sat (NFC)","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","Y",""
"Downtown","Cortez","1500 FRONT ST","FR-1500E","32.721550436","-117.164705470","57460","Downtown MSPM PBP - 2 Hour Max $2.50 HR 8am-8pm Mon-Sat (NFC)","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","Y",""
"Downtown","Cortez","800 ASH ST","AH-800S","32.719835996","-117.157074920","59117","Downtown MS3 - 2 Hour Max $2.50 HR 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","200 A ST","A-206","32.718919000","-117.162516000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","200 A ST","A-208","32.718920000","-117.162450000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","200 A ST","A-210","32.718921000","-117.162301000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","200 A ST","A-212","32.718922000","-117.162218000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","200 A ST","A-214","32.718922000","-117.162151000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","200 A ST","A-200","32.718917000","-117.162815000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","200 A ST","A-202","32.718918000","-117.162749000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","200 A ST","A-204","32.718918000","-117.162666000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","200 ASH ST","AH-211","32.719798762","-117.162390388","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","200 ASH ST","AH-213","32.719775914","-117.162320651","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","200 ASH ST","AH-215","32.719759554","-117.162320986","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","200 ASH ST","AH-203","32.719764631","-117.162633463","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","200 ASH ST","AH-209","32.719806096","-117.162415198","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","300 A ST","A-300N","32.718949993","-117.161499895","13178","Downtown MS1 PPD - 4 Hour Max $2.50 HR 8am-8pm Mon-Sat (Mobile Pay) (NFC)","8am","8pm","4 hour","Mon-Sat","$2.50 HR","Y","",""
"Downtown","Cortez","300 ASH ST","AH-315","32.719831000","-117.161242000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","300 ASH ST","AH-303","32.719828000","-117.161846000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","300 ASH ST","AH-305","32.719828000","-117.161779000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","300 ASH ST","AH-307","32.719829000","-117.161628000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","300 ASH ST","AH-311","32.719829000","-117.161544000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","300 ASH ST","AH-313","32.719830000","-117.161393000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","400 A ST","A-400","32.718931000","-117.160957000","56998","Downtown MK5 - 1 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","400 A ST","A-412","32.718933105","-117.160541019","56998","Downtown MK5 - 1 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","400 A ST","A-414","32.718719482","-117.160240521","56998","Downtown MK5 - 1 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","400 ASH ST","AH-403","32.719830000","-117.160864000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","400 ASH ST","AH-413","32.719828000","-117.160406000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","400 ASH ST","AH-405","32.719829000","-117.160711000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","400 ASH ST","AH-407","32.719829000","-117.160626000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","500 A ST","A-502","32.718938000","-117.159939000","56998","Downtown MK5 - 1 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","500 A ST","A-504","32.718938000","-117.159841000","56998","Downtown MK5 - 1 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","500 A ST","A-506","32.718938000","-117.159742000","56998","Downtown MK5 - 1 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","500 A ST","A-510","32.718939000","-117.159644000","56998","Downtown MK5 - 1 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","500 A ST","A-514","32.718939000","-117.159530000","56998","Downtown MK5 - 1 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","500 A ST","A-516","32.718940000","-117.159431000","56998","Downtown MK5 - 1 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","500 ASH ST","AH-513","32.719824000","-117.159569000","56998","Downtown MK5 - 1 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","500 ASH ST","AH-515","32.719824000","-117.159503000","56998","Downtown MK5 - 1 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","500 ASH ST","AH-517","32.719823000","-117.159420000","56999","Downtown MK5 – 15 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","15 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","600 A ST","A-614","32.718944000","-117.158504000","56998","Downtown MK5 - 1 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","600 A ST","A-600","32.718941000","-117.159156000","56998","Downtown MK5 - 1 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","600 ASH ST","AH-615","32.719819000","-117.158582000","56998","Downtown MK5 - 1 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","600 ASH ST","AH-613","32.719820000","-117.158752000","57001","Downtown MK5 – 30 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","30 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","700 A ST","A-700","32.718946000","-117.158209000","58016","Downtown Travel Lane MK5 - 2 Hour Max $2.50 HR, 8am-4pm, Mon-Fri, No Parking 4pm-6pm Mon-Fri, 2 Hour Max 6pm-8pm Mon-Fri, 8am-8pm Sat, Prepay, NFC","8am","4pm","2 hour","Mon-Fri","$2.50 HR","","","Y"
"Downtown","Cortez","700 A ST","A-702","32.718947000","-117.158092000","58016","Downtown Travel Lane MK5 - 2 Hour Max $2.50 HR, 8am-4pm, Mon-Fri, No Parking 4pm-6pm Mon-Fri, 2 Hour Max 6pm-8pm Mon-Fri, 8am-8pm Sat, Prepay, NFC","8am","4pm","2 hour","Mon-Fri","$2.50 HR","","","Y"
"Downtown","Cortez","700 A ST","A-708","32.718947000","-117.157974000","58016","Downtown Travel Lane MK5 - 2 Hour Max $2.50 HR, 8am-4pm, Mon-Fri, No Parking 4pm-6pm Mon-Fri, 2 Hour Max 6pm-8pm Mon-Fri, 8am-8pm Sat, Prepay, NFC","8am","4pm","2 hour","Mon-Fri","$2.50 HR","","","Y"
"Downtown","Cortez","700 A ST","A-710","32.718948000","-117.157840000","58016","Downtown Travel Lane MK5 - 2 Hour Max $2.50 HR, 8am-4pm, Mon-Fri, No Parking 4pm-6pm Mon-Fri, 2 Hour Max 6pm-8pm Mon-Fri, 8am-8pm Sat, Prepay, NFC","8am","4pm","2 hour","Mon-Fri","$2.50 HR","","","Y"
"Downtown","Cortez","700 A ST","A-712","32.718949000","-117.157723000","58016","Downtown Travel Lane MK5 - 2 Hour Max $2.50 HR, 8am-4pm, Mon-Fri, No Parking 4pm-6pm Mon-Fri, 2 Hour Max 6pm-8pm Mon-Fri, 8am-8pm Sat, Prepay, NFC","8am","4pm","2 hour","Mon-Fri","$2.50 HR","","","Y"
"Downtown","Cortez","700 A ST","A-714","32.718950000","-117.157605000","58016","Downtown Travel Lane MK5 - 2 Hour Max $2.50 HR, 8am-4pm, Mon-Fri, No Parking 4pm-6pm Mon-Fri, 2 Hour Max 6pm-8pm Mon-Fri, 8am-8pm Sat, Prepay, NFC","8am","4pm","2 hour","Mon-Fri","$2.50 HR","","","Y"
"Downtown","Cortez","700 ASH ST","AH-703","32.719820000","-117.158168000","56998","Downtown MK5 - 1 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","700 ASH ST","AH-711","32.719821000","-117.158000000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","700 ASH ST","AH-713","32.719822000","-117.157832000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","700 ASH ST","AH-715","32.719824000","-117.157665000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Cortez","800 A ST","A-806","32.718953000","-117.157102000","58016","Downtown Travel Lane MK5 - 2 Hour Max $2.50 HR, 8am-4pm, Mon-Fri, No Parking 4pm-6pm Mon-Fri, 2 Hour Max 6pm-8pm Mon-Fri, 8am-8pm Sat, Prepay, NFC","8am","4pm","2 hour","Mon-Fri","$2.50 HR","","","Y"
"Downtown","Cortez","800 A ST","A-808","32.718953000","-117.156970000","58016","Downtown Travel Lane MK5 - 2 Hour Max $2.50 HR, 8am-4pm, Mon-Fri, No Parking 4pm-6pm Mon-Fri, 2 Hour Max 6pm-8pm Mon-Fri, 8am-8pm Sat, Prepay, NFC","8am","4pm","2 hour","Mon-Fri","$2.50 HR","","","Y"
"Downtown","Cortez","800 A ST","A-800","32.718952000","-117.157348000","58016","Downtown Travel Lane MK5 - 2 Hour Max $2.50 HR, 8am-4pm, Mon-Fri, No Parking 4pm-6pm Mon-Fri, 2 Hour Max 6pm-8pm Mon-Fri, 8am-8pm Sat, Prepay, NFC","8am","4pm","2 hour","Mon-Fri","$2.50 HR","","","Y"
"Downtown","Core","100 WEST BROADWAY","WD-106","32.715814054","-117.164092086","57185","Special Event Downtown MK5 - 2 Hour Max $2.50 HR 8am-8pm Mon-Sat (NFC)","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","100 WEST BROADWAY","WD-108","32.715804027","-117.164288680","57185","Special Event Downtown MK5 - 2 Hour Max $2.50 HR 8am-8pm Mon-Sat (NFC)","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","100 WEST BROADWAY","WD-110","32.715794000","-117.164474545","57185","Special Event Downtown MK5 - 2 Hour Max $2.50 HR 8am-8pm Mon-Sat (NFC)","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","1000 FIFTH AVE","5-1002","32.716231000","-117.159991000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","1000 FIFTH AVE","5-1004","32.716232000","-117.159990000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","1000 FIFTH AVE","5-1006","32.716230000","-117.159989000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","1000 FIRST AVE","1-1004","32.715904000","-117.163929000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","1000 FIRST AVE","1-1006","32.716037000","-117.163930000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","1000 FIRST AVE","1-1008","32.716169000","-117.163931000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","1000 FIRST AVE","1-1020","32.717890000","-117.161278000","56999","Downtown MK5 – 15 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","15 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","1000 FOURTH AVE","4-1000W","32.716056101","-117.161151878","60621","Downtown MS3 - 4 Hour Max $2.50 HR 8am-8pm, Mon-Sun, Prepay, NFC","8am","8pm","4 hour","Mon-Sun","$2.50 HR","","",""
"Downtown","Core","1000 FRONT ST","FR-1019","32.716039000","-117.164639000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","1000 FRONT ST","FR-1002","32.716177399","-117.164802029","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","1000 FRONT ST","FR-1004","32.716091080","-117.164787612","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","1000 THIRD AVE","3-1001","32.715859000","-117.161914000","57001","Downtown MK5 – 30 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","30 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","1000 THIRD AVE","3-1003","32.715975000","-117.161917000","57001","Downtown MK5 – 30 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","30 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","1000 THIRD AVE","3-1005","32.716071000","-117.161920000","57001","Downtown MK5 – 30 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","30 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","1000 THIRD AVE","3-1007","32.716187000","-117.161924000","57001","Downtown MK5 – 30 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","30 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","1100 EIGHTH AVE","8-1102","32.716937000","-117.157538000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","1100 EIGHTH AVE","8-1114","32.717305000","-117.157541000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","1100 EIGHTH AVE","8-1116","32.717421000","-117.157542000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Core","1100 EIGHTH AVE","8-1118","32.717517000","-117.157543000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
