"zone","area","sub-area","pole","latitude","longitude","configid","configname","time_start","time_end","time_limit","days_in_operation","price","mobile_pay","multi_space","restrictions"
"Downtown","Little Italy","1500 COLUMBIA ST","CL-1502","32.721040000","-117.167496000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1500 COLUMBIA ST","CL-1504","32.721193000","-117.167495000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1500 COLUMBIA ST","CL-1512","32.721555000","-117.167493000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1500 COLUMBIA ST","CL-1500E","32.720875000","-117.167374000","13180","Downtown MS1 PPD - 2 Hour Max $2.50 HR 8am-8pm Mon-Sat (NFC)","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1600 COLUMBIA ST","CL-1625","32.722873000","-117.167307000","16519","2 Hour Max $2.50 HR 8am-6pm Mon-Sat (NFC)","8am","6pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1600 COLUMBIA ST","CL-1601","32.722076000","-117.167300000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1600 COLUMBIA ST","CL-1607","32.722177000","-117.167309000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1600 COLUMBIA ST","CL-1609","32.722254000","-117.167309000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1600 COLUMBIA ST","CL-1611","32.722351000","-117.167308000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1600 COLUMBIA ST","CL-1613","32.722428000","-117.167308000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1600 COLUMBIA ST","CL-1617","32.722525000","-117.167308000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1600 COLUMBIA ST","CL-1619","32.722602000","-117.167308000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1600 COLUMBIA ST","CL-1621","32.722699000","-117.167308000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1600 COLUMBIA ST","CL-1623","32.722776000","-117.167308000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1600 FRONT ST","FR-1618","32.722202000","-117.164875000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1600 FRONT ST","FR-1620","32.722394000","-117.164878000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1600 FRONT ST","FR-1622","32.722586000","-117.164881000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1600 FRONT ST","FR-1624","32.722777000","-117.164884000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1400 KETTNER BLVD","KT-1401","32.720047000","-117.169095000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1400 KETTNER BLVD","KT-1403","32.720182000","-117.169094000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1400 KETTNER BLVD","KT-1405","32.720316000","-117.169094000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1400 KETTNER BLVD","KT-1413","32.720451000","-117.169093000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1400 KETTNER BLVD","KT-1415","32.720585000","-117.169092000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1400 KETTNER BLVD","KT-1417","32.720719000","-117.169091000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1400 KETTNER BLVD","KT-1407","32.720273000","-117.168806000","56999","Downtown MK5 – 15 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","15 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1700 KETTNER BLVD","KT-1738","32.723718000","-117.169379000","57001","Downtown MK5 – 30 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","30 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1700 KETTNER BLVD","KT-1740","32.723445000","-117.169348000","57001","Downtown MK5 – 30 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","30 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1700 KETTNER BLVD","KT-1700W","32.723336000","-117.169256000","13180","Downtown MS1 PPD - 2 Hour Max $2.50 HR 8am-8pm Mon-Sat (NFC)","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1700 KETTNER BLVD","KT-1705","32.723076000","-117.169096000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1700 KETTNER BLVD","KT-1709","32.723174000","-117.169108000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1700 KETTNER BLVD","KT-1719","32.723333000","-117.169140000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1900 KETTNER BLVD","KT-1908","32.724431000","-117.169631000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1900 KETTNER BLVD","KT-1909","32.724613000","-117.169524000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1900 KETTNER BLVD","KT-1910","32.724480000","-117.169630000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1900 KETTNER BLVD","KT-1912","32.724485000","-117.169658000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1900 KETTNER BLVD","KT-1914","32.724485000","-117.169658000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1900 KETTNER BLVD","KT-1916","32.724717000","-117.169626000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1900 KETTNER BLVD","KT-1904","32.724363000","-117.169601000","16518","2 Hour Max $2.50 HR 8am-5pm Mon-Sat, No Parking 5pm-2am, 3 Min Passenger Loading (NFC)","8am","5pm","2 hour","Mon-Sat","$2.50 HR","","","Y"
"Downtown","Little Italy","1900 KETTNER BLVD","KT-1906","32.724382000","-117.169601000","16518","2 Hour Max $2.50 HR 8am-5pm Mon-Sat, No Parking 5pm-2am, 3 Min Passenger Loading (NFC)","8am","5pm","2 hour","Mon-Sat","$2.50 HR","","","Y"
"Downtown","Little Italy","1900 KETTNER BLVD","KT-1918","32.724552000","-117.169777000","56999","Downtown MK5 – 15 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","15 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1900 KETTNER BLVD","KT-1920","32.724575000","-117.169770000","56999","Downtown MK5 – 15 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","15 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2000 KETTNER BLVD","KT-2017","32.725991000","-117.170124000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2000 KETTNER BLVD","KT-2003","32.725540000","-117.169928000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2000 KETTNER BLVD","KT-2004","32.725613000","-117.170153000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2000 KETTNER BLVD","KT-2006","32.725722000","-117.170200000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2000 KETTNER BLVD","KT-2015","32.725883000","-117.170077000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2100 KETTNER BLVD","KT-2101","32.726185000","-117.170323000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2100 KETTNER BLVD","KT-2100","32.726376000","-117.170426000","56998","Downtown MK5 - 1 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2100 KETTNER BLVD","KT-2109","32.726683000","-117.170358000","56999","Downtown MK5 – 15 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","15 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2100 KETTNER BLVD","KT-2119","32.726917000","-117.170477000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2100 KETTNER BLVD","KT-2103","32.726363000","-117.170367000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2100 KETTNER BLVD","KT-2115","32.726869000","-117.170416000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2100 KETTNER BLVD","KT-2117","32.726868000","-117.170442000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2100 KETTNER BLVD","KT-2113","32.726774000","-117.170391000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2100 KETTNER BLVD","KT-2100W","32.726917000","-117.170530000","43392","Downtown MS1 PPD - 1 Hour Max $2.50 HR 8am-8pm Mon-Sat (NFC)","8am","8pm","1 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1400 INDIA ST","N-1400","32.719999000","-117.168442000","16519","2 Hour Max $2.50 HR 8am-6pm Mon-Sat (NFC)","8am","6pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1400 INDIA ST","N-1402","32.720085000","-117.168390000","16519","2 Hour Max $2.50 HR 8am-6pm Mon-Sat (NFC)","8am","6pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1400 INDIA ST","N-1404","32.720065000","-117.168395000","16519","2 Hour Max $2.50 HR 8am-6pm Mon-Sat (NFC)","8am","6pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1400 INDIA ST","N-1416","32.720539000","-117.168337000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1400 INDIA ST","N-1418","32.720541000","-117.168335000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1500 INDIA ST","N-1530","32.721764000","-117.168444000","16518","2 Hour Max $2.50 HR 8am-5pm Mon-Sat, No Parking 5pm-2am, 3 Min Passenger Loading (NFC)","8am","5pm","2 hour","Mon-Sat","$2.50 HR","","","Y"
"Downtown","Little Italy","1500 INDIA ST","N-1500E","32.721209000","-117.168327000","13180","Downtown MS1 PPD - 2 Hour Max $2.50 HR 8am-8pm Mon-Sat (NFC)","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1500 INDIA ST","N-1523","32.721401000","-117.168451000","56999","Downtown MK5 – 15 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","15 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1500 INDIA ST","N-1525","32.721483000","-117.168394000","56999","Downtown MK5 – 15 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","15 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1600 INDIA ST","N-1600E","32.722482000","-117.168213000","13180","Downtown MS1 PPD - 2 Hour Max $2.50 HR 8am-8pm Mon-Sat (NFC)","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1700 INDIA ST","N-1700E","32.723373000","-117.168265000","43869","MSPM 2 Hour Max $2.50 HR 8am-5pm Mon-Sat","8am","5pm","2 hour","Mon-Sat","$2.50 HR","","Y",""
"Downtown","Little Italy","1700 INDIA ST","N-1712","32.723635000","-117.168441000","56999","Downtown MK5 – 15 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","15 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1700 INDIA ST","N-1714","32.723605000","-117.168443000","56999","Downtown MK5 – 15 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","15 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1800 INDIA ST","N-1800W","32.724100000","-117.168513000","13180","Downtown MS1 PPD - 2 Hour Max $2.50 HR 8am-8pm Mon-Sat (NFC)","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1900 INDIA ST","N-1900E","32.725071000","-117.168811000","13180","Downtown MS1 PPD - 2 Hour Max $2.50 HR 8am-8pm Mon-Sat (NFC)","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1900 INDIA ST","N-1927","32.724715000","-117.168610000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1900 INDIA ST","N-1929","32.724769000","-117.168634000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2000 INDIA ST","N-2008","32.725567000","-117.169182000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2000 INDIA ST","N-2011","32.725765000","-117.169074000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2000 INDIA ST","N-2015","32.725927000","-117.169144000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2000 INDIA ST","N-2017","32.726071000","-117.169207000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2000 INDIA ST","N-2000","32.725534000","-117.169250000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2000 INDIA ST","N-2002","32.726200000","-117.169399000","16520","15 Min Max 8am-6pm Mon-Sat (Sensor Courtesy)","8am","6pm","15 min","Mon-Sat","","","",""
"Downtown","Little Italy","2000 INDIA ST","N-2004","32.726200000","-117.169399000","16520","15 Min Max 8am-6pm Mon-Sat (Sensor Courtesy)","8am","6pm","15 min","Mon-Sat","","","",""
"Downtown","Little Italy","2000 INDIA ST","N-2001","32.725683000","-117.169127000","57001","Downtown MK5 – 30 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","30 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2100 INDIA ST","N-2100E","32.727059000","-117.169637000","13180","Downtown MS1 PPD - 2 Hour Max $2.50 HR 8am-8pm Mon-Sat (NFC)","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2100 INDIA ST","N-2102","32.726658000","-117.169696000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2100 INDIA ST","N-2110","32.726461000","-117.169570000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2100 INDIA ST","N-2112","32.726534000","-117.169602000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2100 INDIA ST","N-2120","32.726589000","-117.169627000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2100 INDIA ST","N-2122","32.727192000","-117.169821000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2100 INDIA ST","N-2124","32.726644000","-117.169651000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2200 INDIA ST","N-2202","32.727453000","-117.170005000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2200 INDIA ST","N-2200E","32.727926000","-117.170086000","13180","Downtown MS1 PPD - 2 Hour Max $2.50 HR 8am-8pm Mon-Sat (NFC)","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2300 INDIA ST","N-2328","32.729095000","-117.170725000","57001","Downtown MK5 – 30 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","30 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2300 INDIA ST","N-2343","32.729204000","-117.170579000","57001","Downtown MK5 – 30 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","30 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2300 INDIA ST","N-2345","32.729260000","-117.170603000","57001","Downtown MK5 – 30 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","30 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2300 INDIA ST","N-2326","32.728966000","-117.170668000","57001","Downtown MK5 – 30 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","30 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2300 INDIA ST","N-2309","32.728650000","-117.170335000","57001","Downtown MK5 – 30 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","30 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2300 INDIA ST","N-2311","32.728706000","-117.170359000","57001","Downtown MK5 – 30 Min Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC, (Sensor Courtesy)","8am","8pm","30 min","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2300 INDIA ST","N-2303","32.728466000","-117.170254000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2300 INDIA ST","N-2305","32.728521000","-117.170278000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2300 INDIA ST","N-2307","32.728595000","-117.170311000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2300 INDIA ST","N-2318","32.728726000","-117.170563000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2300 INDIA ST","N-2322","32.728781000","-117.170587000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2300 INDIA ST","N-2323","32.728890000","-117.170441000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2300 INDIA ST","N-2325","32.728964000","-117.170473000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","2300 INDIA ST","N-2327","32.729075000","-117.170522000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1700 PACIFIC HIGHWAY","P-1700W","32.723352566","-117.171492130","13180","Downtown MS1 PPD - 2 Hour Max $2.50 HR 8am-8pm Mon-Sat (NFC)","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1400 STATE ST","ST-1405","32.720241000","-117.166409000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1400 STATE ST","ST-1407","32.720411000","-117.166409000","57004","Downtown MK5 - 2 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1400 STATE ST","ST-1400W","32.720442000","-117.166323000","13180","Downtown MS1 PPD - 2 Hour Max $2.50 HR 8am-8pm Mon-Sat (NFC)","8am","8pm","2 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1500 STATE ST","ST-1500","32.721101000","-117.166590000","57006","Downtown MK5 - 4 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","4 hour","Mon-Sat","$2.50 HR","","",""
"Downtown","Little Italy","1500 STATE ST","ST-1502","32.721235000","-117.166590000","57006","Downtown MK5 - 4 Hour Max $2.50 HR, 8am-8pm, Mon-Sat, Prepay, NFC","8am","8pm","4 hour","Mon-Sat","$2.50 HR","","",""
